,feature_source,parameters,Full,KTH_brown_bread,KTH_corduroy,KTH_aluminium_foil,KTH_linen,KTH_wool,KTH_orange_peel,KTH_sponge,KTH_cracker,KTH_cork,KTH_cotton,KTH_styrofoam
0,lbp,P:4_R:128_method:uniform_n_bins:20,0.494375,0.12195121951219512,0.6171875,0.5555555555555556,0.5992217898832685,0.2222222222222222,0.16,0.07317073170731707,0.029411764705882353,0.6990740740740741,0.5603112840466926,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:30,0.494375,0.14634146341463414,0.62109375,0.5648148148148148,0.622568093385214,0.18055555555555555,0.16,0.07317073170731707,0.0,0.6898148148148148,0.5680933852140078,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:40,0.494375,0.12195121951219512,0.6171875,0.5277777777777778,0.6186770428015564,0.24074074074074073,0.2,0.04878048780487805,0.029411764705882353,0.6990740740740741,0.5525291828793775,0.04878048780487805
0,lbp,P:4_R:128_method:uniform_n_bins:50,0.491875,0.12195121951219512,0.6171875,0.5509259259259259,0.6108949416342413,0.18518518518518517,0.16,0.07317073170731707,0.029411764705882353,0.7129629629629629,0.556420233463035,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:60,0.49,0.12195121951219512,0.61328125,0.5694444444444444,0.603112840466926,0.2037037037037037,0.16,0.04878048780487805,0.029411764705882353,0.7037037037037037,0.5408560311284046,0.04878048780487805
0,lbp,P:4_R:128_method:uniform_n_bins:70,0.495,0.14634146341463414,0.60546875,0.5509259259259259,0.6108949416342413,0.24074074074074073,0.24,0.04878048780487805,0.029411764705882353,0.6898148148148148,0.5525291828793775,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:80,0.501875,0.14634146341463414,0.61328125,0.5694444444444444,0.6186770428015564,0.2361111111111111,0.16,0.04878048780487805,0.029411764705882353,0.6944444444444444,0.5719844357976653,0.07317073170731707
0,glcm,"distances:[1, 2]_angles:[0.0, 0.7853981633974483, 1.5707963267948966, 2.356194490192345, 3.141592653589793, 3.9269908169872414, 4.71238898038469, 5.497787143782138, 6.283185307179586]",0.79125,0.7560975609756098,0.734375,0.8657407407407407,0.8793774319066148,0.8148148148148148,0.76,0.6829268292682927,0.6176470588235294,0.7962962962962963,0.7431906614785992,0.6585365853658537
0,lbp,P:4_R:128_method:uniform_n_bins:90,0.49875,0.0975609756097561,0.61328125,0.5555555555555556,0.6070038910505836,0.24537037037037038,0.16,0.024390243902439025,0.029411764705882353,0.6990740740740741,0.5758754863813229,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:100,0.49,0.14634146341463414,0.61328125,0.5601851851851852,0.6070038910505836,0.2175925925925926,0.16,0.04878048780487805,0.0,0.7129629629629629,0.5252918287937743,0.04878048780487805
0,lbp,P:4_R:128_method:uniform_n_bins:110,0.48625,0.12195121951219512,0.6171875,0.5509259259259259,0.5992217898832685,0.20833333333333334,0.16,0.07317073170731707,0.0,0.6712962962962963,0.5486381322957199,0.0975609756097561
0,lbp,P:4_R:128_method:uniform_n_bins:120,0.5025,0.14634146341463414,0.625,0.5462962962962963,0.6264591439688716,0.21296296296296297,0.16,0.04878048780487805,0.0,0.7175925925925926,0.5797665369649806,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:130,0.500625,0.12195121951219512,0.6015625,0.5648148148148148,0.603112840466926,0.23148148148148148,0.16,0.04878048780487805,0.08823529411764706,0.7222222222222222,0.556420233463035,0.17073170731707318
0,lbp,P:4_R:128_method:uniform_n_bins:140,0.49,0.14634146341463414,0.61328125,0.5555555555555556,0.5953307392996109,0.22685185185185186,0.16,0.07317073170731707,0.029411764705882353,0.6851851851851852,0.5369649805447471,0.12195121951219512
0,lbp,P:4_R:128_method:uniform_n_bins:150,0.48875,0.12195121951219512,0.60546875,0.5185185185185185,0.6264591439688716,0.24537037037037038,0.16,0.07317073170731707,0.029411764705882353,0.6990740740740741,0.5175097276264592,0.0975609756097561
0,lbp,P:4_R:128_method:uniform_n_bins:160,0.484375,0.0975609756097561,0.60546875,0.5416666666666666,0.5875486381322957,0.2037037037037037,0.16,0.04878048780487805,0.029411764705882353,0.7037037037037037,0.5486381322957199,0.0975609756097561
0,glcm,"distances:[1, 2]_angles:[0.0, 0.7853981633974483, 1.5707963267948966, 2.356194490192345, 3.141592653589793, 3.9269908169872414, 4.71238898038469, 5.497787143782138, 6.283185307179586, 7.0685834705770345]",0.785,0.7073170731707317,0.734375,0.8564814814814815,0.8754863813229572,0.8148148148148148,0.56,0.6829268292682927,0.5588235294117647,0.8009259259259259,0.7509727626459144,0.6341463414634146
0,lbp,P:4_R:128_method:uniform_n_bins:170,0.49375,0.0975609756097561,0.61328125,0.5370370370370371,0.6070038910505836,0.2361111111111111,0.16,0.07317073170731707,0.029411764705882353,0.6898148148148148,0.5680933852140078,0.07317073170731707
0,lbp,P:4_R:128_method:uniform_n_bins:180,0.5,0.14634146341463414,0.62109375,0.5694444444444444,0.6536964980544747,0.20833333333333334,0.16,0.024390243902439025,0.029411764705882353,0.6805555555555556,0.5486381322957199,0.12195121951219512
0,lbp,P:4_R:128_method:uniform_n_bins:190,0.500625,0.12195121951219512,0.62109375,0.5694444444444444,0.6186770428015564,0.23148148148148148,0.16,0.04878048780487805,0.0,0.6944444444444444,0.556420233463035,0.14634146341463414
0,lbp,P:4_R:128_method:uniform_n_bins:200,0.49875,0.14634146341463414,0.6171875,0.5648148148148148,0.622568093385214,0.18981481481481483,0.2,0.07317073170731707,0.058823529411764705,0.7083333333333334,0.556420233463035,0.12195121951219512
0,lbp,P:4_R:256_method:uniform_n_bins:10,0.4225,0.024390243902439025,0.42578125,0.30092592592592593,0.6809338521400778,0.3148148148148148,0.12,0.04878048780487805,0.058823529411764705,0.6388888888888888,0.43190661478599224,0.04878048780487805
0,lbp,P:4_R:256_method:uniform_n_bins:20,0.429375,0.024390243902439025,0.44140625,0.2916666666666667,0.7042801556420234,0.3148148148148148,0.12,0.04878048780487805,0.058823529411764705,0.6342592592592593,0.4474708171206226,0.04878048780487805
0,lbp,P:4_R:256_method:uniform_n_bins:30,0.4225,0.024390243902439025,0.41015625,0.2962962962962963,0.6964980544747081,0.3055555555555556,0.16,0.0,0.058823529411764705,0.6481481481481481,0.4396887159533074,0.04878048780487805
0,gabor,"n_angles:1_n_sigmas:4_frequencies:[0.05, 0.25]",0.79,0.6585365853658537,0.78125,0.9120370370370371,0.8754863813229572,0.7037037037037037,0.84,0.4146341463414634,0.38235294117647056,0.8518518518518519,0.8132295719844358,0.4634146341463415
0,lbp,P:4_R:256_method:uniform_n_bins:40,0.43375,0.04878048780487805,0.421875,0.3194444444444444,0.6848249027237354,0.3333333333333333,0.12,0.04878048780487805,0.058823529411764705,0.6574074074074074,0.4474708171206226,0.07317073170731707
